"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"05/12/2022","AQS","370510009","3","9","ug/m3 SC","8","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/13/2022","AQS","370510009","3","6","ug/m3 SC","6","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/14/2022","AQS","370510009","3","9","ug/m3 SC","8","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/15/2022","AQS","370510009","3","11","ug/m3 SC","10","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/16/2022","AQS","370510009","3","14","ug/m3 SC","13","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/17/2022","AQS","370510009","3","16","ug/m3 SC","15","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/18/2022","AQS","370510009","3","24","ug/m3 SC","22","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/19/2022","AQS","370510009","3","23","ug/m3 SC","21","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/20/2022","AQS","370510009","3","27","ug/m3 SC","25","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/21/2022","AQS","370510009","3","17","ug/m3 SC","16","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/22/2022","AQS","370510009","3","22","ug/m3 SC","20","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/23/2022","AQS","370510009","3","16","ug/m3 SC","15","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/24/2022","AQS","370510009","3","14","ug/m3 SC","13","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/25/2022","AQS","370510009","3","6","ug/m3 SC","6","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/26/2022","AQS","370510009","3","15","ug/m3 SC","14","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/27/2022","AQS","370510009","3","12","ug/m3 SC","11","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/28/2022","AQS","370510009","3","11","ug/m3 SC","10","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/29/2022","AQS","370510009","3","16","ug/m3 SC","15","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/30/2022","AQS","370510009","3","17","ug/m3 SC","16","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/31/2022","AQS","370510009","3","17","ug/m3 SC","16","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/01/2022","AQS","370510009","3","23","ug/m3 SC","21","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/02/2022","AQS","370510009","3","23","ug/m3 SC","21","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/03/2022","AQS","370510009","3","19","ug/m3 SC","18","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/04/2022","AQS","370510009","3","18","ug/m3 SC","17","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/05/2022","AQS","370510009","3","19","ug/m3 SC","18","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/06/2022","AQS","370510009","3","20","ug/m3 SC","19","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/07/2022","AQS","370510009","3","22","ug/m3 SC","20","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/08/2022","AQS","370510009","3","16","ug/m3 SC","15","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/09/2022","AQS","370510009","3","16","ug/m3 SC","15","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/10/2022","AQS","370510009","3","12","ug/m3 SC","11","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/11/2022","AQS","370510009","3","17","ug/m3 SC","16","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/12/2022","AQS","370510009","3","18","ug/m3 SC","17","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/13/2022","AQS","370510009","3","19","ug/m3 SC","18","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/14/2022","AQS","370510009","3","17","ug/m3 SC","16","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/15/2022","AQS","370510009","3","21","ug/m3 SC","19","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/16/2022","AQS","370510009","3","18","ug/m3 SC","17","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/17/2022","AQS","370510009","3","22","ug/m3 SC","20","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/18/2022","AQS","370510009","3","17","ug/m3 SC","16","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/19/2022","AQS","370510009","3","11","ug/m3 SC","10","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/20/2022","AQS","370510009","3","16","ug/m3 SC","15","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/21/2022","AQS","370510009","3","19","ug/m3 SC","18","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/22/2022","AQS","370510009","3","25","ug/m3 SC","23","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/23/2022","AQS","370510009","3","14","ug/m3 SC","13","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/24/2022","AQS","370510009","3","14","ug/m3 SC","13","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/25/2022","AQS","370510009","3","15","ug/m3 SC","14","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/26/2022","AQS","370510009","3","13","ug/m3 SC","12","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/27/2022","AQS","370510009","3","13","ug/m3 SC","12","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/28/2022","AQS","370510009","3","17","ug/m3 SC","16","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/29/2022","AQS","370510009","3","15","ug/m3 SC","14","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"06/30/2022","AQS","370510009","3","12","ug/m3 SC","11","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/01/2022","AQS","370630015","3","12","ug/m3 SC","11","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/02/2022","AQS","370630015","3","9","ug/m3 SC","8","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/03/2022","AQS","370630015","3","6","ug/m3 SC","6","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/04/2022","AQS","370630015","3","10","ug/m3 SC","9","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/05/2022","AQS","370630015","3","15","ug/m3 SC","14","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/06/2022","AQS","370630015","3","16","ug/m3 SC","15","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/07/2022","AQS","370630015","3","8","ug/m3 SC","7","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/08/2022","AQS","370630015","3","12","ug/m3 SC","11","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/09/2022","AQS","370630015","3","12","ug/m3 SC","11","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/10/2022","AQS","370630015","3","7","ug/m3 SC","6","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/11/2022","AQS","370630015","3","12","ug/m3 SC","11","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/12/2022","AQS","370630015","3","15","ug/m3 SC","14","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/13/2022","AQS","370630015","3","25","ug/m3 SC","23","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/14/2022","AQS","370630015","3","15","ug/m3 SC","14","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/15/2022","AQS","370630015","3","12","ug/m3 SC","11","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/16/2022","AQS","370630015","3","8","ug/m3 SC","7","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/17/2022","AQS","370630015","3","9","ug/m3 SC","8","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/18/2022","AQS","370630015","3","14","ug/m3 SC","13","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/19/2022","AQS","370630015","3","20","ug/m3 SC","19","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/20/2022","AQS","370630015","3","17","ug/m3 SC","16","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/21/2022","AQS","370630015","3","9","ug/m3 SC","8","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/22/2022","AQS","370630015","3","11","ug/m3 SC","10","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/23/2022","AQS","370630015","3","19","ug/m3 SC","18","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/24/2022","AQS","370630015","3","20","ug/m3 SC","19","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/25/2022","AQS","370630015","3","28","ug/m3 SC","26","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/26/2022","AQS","370630015","3","18","ug/m3 SC","17","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/27/2022","AQS","370630015","3","23","ug/m3 SC","21","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/28/2022","AQS","370630015","3","27","ug/m3 SC","25","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
"01/29/2022","AQS","370630015","3","9","ug/m3 SC","8","Durham Armory","1","100.0000","81102","PM10 Total 0-10um STP","20500","Durham-Chapel Hill, NC","37","North Carolina","063","Durham","36.0329550008979","-78.904037"
