"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"09/20/2022","AQS","371190045","1","0.6","ppm","7","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"09/21/2022","AQS","371190045","1","0.5","ppm","6","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"09/22/2022","AQS","371190045","1","0.5","ppm","6","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"09/23/2022","AQS","371190045","1","0.5","ppm","6","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"09/24/2022","AQS","371190045","1","0.7","ppm","8","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"09/25/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"09/26/2022","AQS","371190045","1","0.4","ppm","5","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"09/27/2022","AQS","371190045","1","0.4","ppm","5","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"09/28/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"09/29/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"09/30/2022","AQS","371190045","1","0.2","ppm","2","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/01/2022","AQS","371190045","1","0.2","ppm","2","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/02/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/03/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/04/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/05/2022","AQS","371190045","1","0.6","ppm","7","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/06/2022","AQS","371190045","1","0.7","ppm","8","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/07/2022","AQS","371190045","1","0.7","ppm","8","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/08/2022","AQS","371190045","1","0.7","ppm","8","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/09/2022","AQS","371190045","1","0.4","ppm","5","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/10/2022","AQS","371190045","1","0.5","ppm","6","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/11/2022","AQS","371190045","1","0.5","ppm","6","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/12/2022","AQS","371190045","1","0.4","ppm","5","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/13/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/14/2022","AQS","371190045","1","0.4","ppm","5","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/15/2022","AQS","371190045","1","0.4","ppm","5","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/16/2022","AQS","371190045","1","0.4","ppm","5","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/17/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/18/2022","AQS","371190045","1","0.2","ppm","2","Remount","16","67.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/19/2022","AQS","371190045","1","0.4","ppm","5","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/20/2022","AQS","371190045","1","0.7","ppm","8","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/21/2022","AQS","371190045","1","0.8","ppm","9","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/22/2022","AQS","371190045","1","1.3","ppm","15","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/23/2022","AQS","371190045","1","1","ppm","11","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/24/2022","AQS","371190045","1","0.8","ppm","9","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/25/2022","AQS","371190045","1","1.1","ppm","13","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/26/2022","AQS","371190045","1","0.4","ppm","5","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/27/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/28/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/29/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/30/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"10/31/2022","AQS","371190045","1","0.4","ppm","5","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/01/2022","AQS","371190045","1","0.6","ppm","7","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/02/2022","AQS","371190045","1","0.6","ppm","7","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/03/2022","AQS","371190045","1","0.4","ppm","5","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/04/2022","AQS","371190045","1","0.5","ppm","6","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/05/2022","AQS","371190045","1","0.4","ppm","5","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/06/2022","AQS","371190045","1","0.4","ppm","5","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/07/2022","AQS","371190045","1","0.6","ppm","7","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/08/2022","AQS","371190045","1","0.5","ppm","6","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/09/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/10/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/11/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/12/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/13/2022","AQS","371190045","1","0.2","ppm","2","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/14/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/15/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/16/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/17/2022","AQS","371190045","1","0.6","ppm","7","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/18/2022","AQS","371190045","1","0.7","ppm","8","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/19/2022","AQS","371190045","1","0.6","ppm","7","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/20/2022","AQS","371190045","1","0.6","ppm","7","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/21/2022","AQS","371190045","1","1","ppm","11","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/22/2022","AQS","371190045","1","1","ppm","11","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/23/2022","AQS","371190045","1","1.1","ppm","13","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/24/2022","AQS","371190045","1","1.1","ppm","13","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/25/2022","AQS","371190045","1","0.3","ppm","3","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/26/2022","AQS","371190045","1","0.7","ppm","8","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/27/2022","AQS","371190045","1","0.5","ppm","6","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/28/2022","AQS","371190045","1","0.5","ppm","6","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/29/2022","AQS","371190045","1","0.6","ppm","7","Remount","24","100.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"11/30/2022","AQS","371190045","1","0.7","ppm","8","Remount","17","71.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"12/01/2022","AQS","371190045","1","0.1","ppm","1","Remount","2","8.0000","42101","Carbon monoxide","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.213171","-80.874084"
"01/01/2022","AQS","371830014","2","0.2","ppm","2","Millbrook School","18","75.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/02/2022","AQS","371830014","2","0.2","ppm","2","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/03/2022","AQS","371830014","2","0.2","ppm","2","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/04/2022","AQS","371830014","2","0.3","ppm","3","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/05/2022","AQS","371830014","2","0.4","ppm","5","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/06/2022","AQS","371830014","2","0.4","ppm","5","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/07/2022","AQS","371830014","2","0.3","ppm","3","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/08/2022","AQS","371830014","2","0.3","ppm","3","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/09/2022","AQS","371830014","2","0.3","ppm","3","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/10/2022","AQS","371830014","2","0.3","ppm","3","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/11/2022","AQS","371830014","2","0.5","ppm","6","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/12/2022","AQS","371830014","2","0.6","ppm","7","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/13/2022","AQS","371830014","2","0.8","ppm","9","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/14/2022","AQS","371830014","2","0.4","ppm","5","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/15/2022","AQS","371830014","2","0.3","ppm","3","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/16/2022","AQS","371830014","2","0.2","ppm","2","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/17/2022","AQS","371830014","2","0.2","ppm","2","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/18/2022","AQS","371830014","2","0.4","ppm","5","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/19/2022","AQS","371830014","2","0.6","ppm","7","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/20/2022","AQS","371830014","2","0.3","ppm","3","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/21/2022","AQS","371830014","2","0.2","ppm","2","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/22/2022","AQS","371830014","2","0.6","ppm","7","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/23/2022","AQS","371830014","2","0.9","ppm","10","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/24/2022","AQS","371830014","2","0.6","ppm","7","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/25/2022","AQS","371830014","2","0.5","ppm","6","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/26/2022","AQS","371830014","2","0.5","ppm","6","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/27/2022","AQS","371830014","2","0.6","ppm","7","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/28/2022","AQS","371830014","2","1","ppm","11","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/29/2022","AQS","371830014","2","0.2","ppm","2","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/30/2022","AQS","371830014","2","0.4","ppm","5","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"01/31/2022","AQS","371830014","2","0.5","ppm","6","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/01/2022","AQS","371830014","2","0.3","ppm","3","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/02/2022","AQS","371830014","2","0.4","ppm","5","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/03/2022","AQS","371830014","2","0.3","ppm","3","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/04/2022","AQS","371830014","2","0.2","ppm","2","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/05/2022","AQS","371830014","2","0.2","ppm","2","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/06/2022","AQS","371830014","2","0.2","ppm","2","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/07/2022","AQS","371830014","2","0.2","ppm","2","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/08/2022","AQS","371830014","2","0.5","ppm","6","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/09/2022","AQS","371830014","2","0.6","ppm","7","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/10/2022","AQS","371830014","2","0.5","ppm","6","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/11/2022","AQS","371830014","2","0.5","ppm","6","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/12/2022","AQS","371830014","2","0.4","ppm","5","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/13/2022","AQS","371830014","2","0.4","ppm","5","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/14/2022","AQS","371830014","2","0.3","ppm","3","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/15/2022","AQS","371830014","2","0.3","ppm","3","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/16/2022","AQS","371830014","2","0.2","ppm","2","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/17/2022","AQS","371830014","2","0.2","ppm","2","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/18/2022","AQS","371830014","2","0.2","ppm","2","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/19/2022","AQS","371830014","2","0.2","ppm","2","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/20/2022","AQS","371830014","2","0.3","ppm","3","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/21/2022","AQS","371830014","2","0.5","ppm","6","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/22/2022","AQS","371830014","2","0.4","ppm","5","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/23/2022","AQS","371830014","2","0.5","ppm","6","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/24/2022","AQS","371830014","2","0.7","ppm","8","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/25/2022","AQS","371830014","2","0.3","ppm","3","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/26/2022","AQS","371830014","2","0.3","ppm","3","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/27/2022","AQS","371830014","2","0.3","ppm","3","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"02/28/2022","AQS","371830014","2","0.4","ppm","5","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"03/01/2022","AQS","371830014","2","0.5","ppm","6","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"03/02/2022","AQS","371830014","2","0.6","ppm","7","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"03/03/2022","AQS","371830014","2","0.6","ppm","7","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"03/04/2022","AQS","371830014","2","0.2","ppm","2","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"03/05/2022","AQS","371830014","2","0.3","ppm","3","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"03/06/2022","AQS","371830014","2","0.4","ppm","5","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
"03/07/2022","AQS","371830014","2","0.2","ppm","2","Millbrook School","24","100.0000","42101","Carbon monoxide","39580","Raleigh, NC","37","North Carolina","183","Wake","35.856111","-78.574167"
